audio,sentence
/home/g7/Desktop/LibriSpeech/train-clean-100/1867/154075/1867-154075-0045.mp3,THAT BROUGHT A START FROM JOHN MARK AND A FLASH OF EAGERNESS BUT HE REPRESSED THE IDEA AFTER A SINGLE GLANCE AT THE GIRL WE'VE SHAKEN HANDS HE ADMITTED SLOWLY AS THOUGH JUST REALIZING THE FULL EXTENT OF THE MEANING OF THAT ACT
/home/g7/Desktop/LibriSpeech/train-clean-100/6818/68772/6818-68772-0048.mp3,AS MISTER HOPKINS KNOWS IT IS LITTLE MORE THAN PITCH I CANNOT SEE THAT THERE IS ANYTHING MY GIRLS HAVE DONE TO FORFEIT RESPECT AND ADMIRATION ASSERTED UNCLE JOHN STOUTLY TO ACCUSE THEM OF BOLDNESS OR IMMODESTY IS ABSURD
/home/g7/Desktop/LibriSpeech/train-clean-100/4788/91208/4788-91208-0005.mp3,THAT HE BORROWED FROM WHEWELL MUCH OF HIS CLASSIFICATION FROM BROWN THE CHIEF LINES OF HIS THEORY OF CAUSATION FROM SIR JOHN HERSCHEL THE MAIN PRINCIPLES OF THE INDUCTIVE METHODS THOSE WHO THINK THIS A DISPARAGEMENT OF HIS WORK MUST HAVE VERY LITTLE CONCEPTION
/home/g7/Desktop/LibriSpeech/train-clean-100/4788/91208/4788-91208-0015.mp3,THE MORTALITY OF JOHN THOMAS AND OTHERS IS AFTER ALL THE WHOLE EVIDENCE WE HAVE FOR THE MORTALITY OF THE DUKE OF WELLINGTON NOT ONE IOTA IS ADDED TO THE PROOF BY INTERPOLATING A GENERAL PROPOSITION
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0031.mp3,CHARLES HENRY WAS A GOOD LOOKING YOUNG MAN ONLY TWENTY YEARS OF AGE AND APPEARED TO POSSESS DOUBLE AS MUCH NATURAL SENSE AS HE WOULD REQUIRE TO TAKE CARE OF HIMSELF JOHN WEBSTER OF SANDY HOOK
/home/g7/Desktop/LibriSpeech/train-clean-100/1040/133433/1040-133433-0059.mp3,SHE REPLIED FAINTLY SQUEEZING HERSELF AS SMALL AS POSSIBLE SOMETHING INSIDE HER WAS CRYING WOMAN WOMAN LET GO OF ME HULLO WHERE IS JOHN HE ASKED SUDDENLY MISSING THE THIRD BED
/home/g7/Desktop/LibriSpeech/train-clean-100/1040/133433/1040-133433-0060.mp3,JOHN IS NOT HERE NOW SHE GASPED IS MICHAEL ASLEEP HE ASKED WITH A CARELESS GLANCE AT JANE
/home/g7/Desktop/LibriSpeech/train-clean-100/298/126791/298-126791-0008.mp3,IT IS PRESUMPTUOUS IN YOU TO PRETEND TO TELL YOUR MEDICAL ATTENDANT WHEN YOU ARE FREE FROM PAIN IF IT BE NOT TO ENABLE US TO DECIDE IN SUCH MATTERS OF WHAT AVAIL THE LIGHTS OF SCIENCE FOR SHAME GEORGE FOR SHAME EVEN THAT PERVERSE FELLOW JOHN LAWTON COULD NOT BEHAVE WITH MORE OBSTINACY
/home/g7/Desktop/LibriSpeech/train-clean-100/4813/248641/4813-248641-0040.mp3,PAINTED WITH CHARMING OLD FASHIONED SKILL BY JOHN HAZLITT THE BROTHER OF THE ENGLISH ESSAYIST THE REVEREND DANIEL SHUTE HOUSE BUILT IN SEVENTEEN FORTY SIX IS PRACTICALLY INTACT WITH ITS PANELED ROOMS
/home/g7/Desktop/LibriSpeech/train-clean-100/4813/248641/4813-248641-0044.mp3,THAT JOHN ALBION ANDREW WHO PROVED HIMSELF SO TRULY ONE OF OUR GREAT MEN DURING THE CIVIL WAR COURTED ELIZA JONES HERSEY AND HERE THAT THE HAPPY YEARS OF THEIR EARLY MARRIED LIFE WERE SPENT
/home/g7/Desktop/LibriSpeech/train-clean-100/4813/248641/4813-248641-0045.mp3,LATER ANOTHER GOVERNOR JOHN D LONG WAS FOR MANY YEARS A MIGHTY FIGURE IN THE TOWN WITH ITS ANCIENT CHURCHES AND INSTITUTIONS ITS PENSIVE GRAVEYARDS AND LOVELY ELMS
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0000.mp3,BELL HAD DECLARED THAT HER SISTER WOULD BE VERY HAPPY TO SEE JOHN EAMES IF HE WOULD GO OVER TO ALLINGTON AND HE HAD REPLIED THAT OF COURSE HE WOULD GO THERE SO MUCH HAVING BEEN AS IT WERE SETTLED
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0002.mp3,BUT THE SQUIRE PREFERRED WALKING AND IN THIS WAY THEY WERE DISPOSED OF SOON AFTER BREAKFAST JOHN HAD IT IN HIS MIND TO GET BELL TO HIMSELF FOR HALF AN HOUR AND HOLD A CONFERENCE WITH HER BUT IT EITHER HAPPENED THAT LADY JULIA WAS TOO KEEN IN HER DUTIES AS A HOSTESS
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0018.mp3,MISTER JOHN MAY I MAKE SO BOLD AND HOPKINS HELD OUT A VERY DIRTY HAND WHICH EAMES OF COURSE TOOK UNCONSCIOUS OF THE CAUSE OF THIS NEW AFFECTION I'M JUST GOING TO CALL AT THE SMALL HOUSE AND I THOUGHT I'D COME THIS WAY
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0019.mp3,TO BE SURE THIS WAY OR THAT WAY OR ANY WAY WHO'S SO WELCOME MISTER JOHN I ENVIES YOU I ENVIES YOU MORE THAN I ENVIES ANY MAN IF I COULD A GOT HIM BY THE SCUFF OF THE NECK I'D A TREATED HIM JIST LIKE ANY WERMIN I WOULD INDEED HE WAS WERMIN I
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0020.mp3,OLLAYS SAID IT I HATED HIM OLLAYS I DID INDEED MISTER JOHN
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0021.mp3,HE NEVER LOOKED AT ONE AS THOUGH ONE WERE A CHRISTIAN DID HE MISTER JOHN
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0022.mp3,ONLY SHE POOR YOUNG LADY SHE'LL BE BETTER NOW MISTER JOHN A DEAL BETTER
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0023.mp3,TELL ME MISTER JOHN DID YOU GIVE IT HIM WELL WHEN YOU GOT HIM I HEARD YOU DID TWO BLACK EYES AND ALL HIS FACE ONE MASH OF GORE AND HOPKINS WHO WAS BY NO MEANS A YOUNG MAN STIFFLY PUT HIMSELF INTO A FIGHTING ATTITUDE
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0028.mp3,IN THIS FRAME OF MIND HE SLOWLY MADE HIS WAY UP ACROSS THE LAWN MY DEAR THERE IS JOHN EAMES SAID MISSUS DALE WHO HAD FIRST SEEN HIM FROM THE PARLOUR WINDOW DON'T GO MAMMA
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0030.mp3,AND I SHALL BE VERY GLAD TO SEE HIM THEN MISSUS DALE WENT ROUND TO THE OTHER ROOM AND ADMITTED HER VISITOR THROUGH THE WINDOW OF THE DRAWING ROOM WE ARE IN TERRIBLE CONFUSION JOHN ARE WE NOT AND SO YOU ARE REALLY GOING TO LIVE IN GUESTWICK
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0034.mp3,HOW DO YOU DO JOHN HOW DO YOU DO LILY WE ALL KNOW THE WAY IN WHICH SUCH MEETINGS ARE COMMENCED EACH LONGED TO BE TENDER AND AFFECTIONATE TO THE OTHER
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0039.mp3,I DON'T KNOW ANYBODY I SHOULD SO MUCH LIKE FOR A BROTHER I'M VERY GLAD YOU LIKE HIM VERY GLAD I HOPE YOU'LL BE FRIENDS ALWAYS THERE WAS SOME LITTLE TENDERNESS IN THIS AS JOHN ACKNOWLEDGED TO HIMSELF I'M SURE WE SHALL IF HE LIKES IT THAT IS IF I EVER HAPPEN TO SEE HIM
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0040.mp3,I'LL DO ANYTHING FOR HIM I CAN IF HE EVER COMES UP TO LONDON WOULDN'T IT BE A GOOD THING MISSUS DALE IF HE SETTLED HIMSELF IN LONDON NO JOHN IT WOULD BE A VERY BAD THING WHY SHOULD HE WISH TO ROB ME OF MY DAUGHTER MISSUS DALE WAS SPEAKING OF HER ELDEST DAUGHTER
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0041.mp3,BUT THE VERY ALLUSION TO ANY SUCH ROBBERY COVERED JOHN EAMES'S FACE WITH A BLUSH
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0044.mp3,AND SHE FELT MOREOVER THAT JOHN WAS ENTITLED TO AN OPPORTUNITY OF PLEADING HIS OWN CAUSE
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0047.mp3,TO SAY THAT YOU THINK WE SHALL NOT GO IT WAS ONLY LAST NIGHT THAT YOU SUGGESTED IT THE TRUTH IS JOHN THAT HOPKINS CAME IN AND DISCOURSED WITH THE MOST WONDERFUL ELOQUENCE NOBODY DARED TO OPPOSE HOPKINS HE MADE US ALMOST CRY HE WAS SO PATHETIC
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0048.mp3,HE HAS JUST BEEN TALKING TO ME TOO SAID JOHN AS I CAME THROUGH THE SQUIRE'S GARDEN AND WHAT HAS HE BEEN SAYING TO YOU SAID MISSUS DALE OH I DON'T KNOW NOT MUCH
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0049.mp3,JOHN HOWEVER REMEMBERED WELL AT THIS MOMENT ALL THAT THE GARDENER HAD SAID TO HIM DID SHE KNOW OF THAT ENCOUNTER BETWEEN HIM AND CROSBIE AND IF SHE DID KNOW OF IT IN WHAT LIGHT DID SHE REGARD IT
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0057.mp3,THE PATH PROPOSED LAY RIGHT ACROSS THE FIELD INTO WHICH LILY HAD TAKEN CROSBIE WHEN SHE MADE HER OFFER TO LET HIM OFF FROM HIS ENGAGEMENT COULD IT BE POSSIBLE THAT SHE SHOULD EVER WALK THERE AGAIN WITH ANOTHER LOVER NO JOHN SHE SAID NOT TO DAY
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0059.mp3,OH YES AND THEN I SHOULD HAVE TO GO AGAIN WITH YOU BUT JOHN REALLY I DON'T WISH TO WALK TO DAY WHEREUPON JOHN EAMES AGAIN PUT DOWN HIS HAT LILY SAID HE AND THEN HE STOPPED MISSUS DALE WALKED AWAY TO THE WINDOW
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0060.mp3,LILY I HAVE COME OVER HERE ON PURPOSE TO SPEAK TO YOU INDEED I HAVE COME DOWN FROM LONDON ONLY THAT I MIGHT SEE YOU HAVE YOU JOHN YES I HAVE YOU KNOW WELL ALL THAT I HAVE GOT TO TELL YOU
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0061.mp3,NO JOHN NO SHE ANSWERED
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0063.mp3,IF YOU ARE KIND TO ME YOU WILL LET THAT BE ENOUGH BUT YOU ARE SO UNKIND TO ME NO NO OH I WOULD WISH TO BE SO KIND TO YOU JOHN HERE TAKE MY HAND IT IS THE HAND OF A FRIEND WHO LOVES YOU AND WILL ALWAYS LOVE YOU
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0064.mp3,DEAR JOHN I WILL DO ANYTHING EVERYTHING FOR YOU BUT THAT THERE IS ONLY ONE THING SAID HE STILL HOLDING HER BY THE HAND BUT WITH HIS FACE TURNED FROM HER NAY DO NOT SAY SO
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0069.mp3,BUT IT WILL NOT BE SO FOR EVER LILY FOR EVER WHY SHOULD HE NOT BE MINE AS WELL AS HERS WHEN THAT FOR EVER COMES JOHN IF YOU UNDERSTAND WHAT IT IS TO LOVE
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0078.mp3,BUT NOW THE ATTEMPT HAD BEEN MADE AND WORDS HAD BEEN FORCED FROM LILY'S LIPS THE SPEAKING OF WHICH WOULD NEVER BE FORGOTTEN BY HERSELF I KNEW THAT IT WOULD BE SO SAID JOHN AH YES
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0079.mp3,YOU KNOW IT BECAUSE YOUR HEART UNDERSTANDS MY HEART AND YOU WILL NOT BE ANGRY WITH ME AND SAY NAUGHTY CRUEL WORDS AS YOU DID ONCE BEFORE WE WILL THINK OF EACH OTHER JOHN AND PRAY FOR EACH OTHER AND WILL ALWAYS LOVE ONE ANOTHER
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0081.mp3,YOU SHALL NEVER DO THAT YES I WILL I UNDERSTAND WHAT YOU MEAN BUT YET I WILL GOOD BY MISSUS DALE HE SAID GOOD BY JOHN
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0085.mp3,AND THEY MEAN TO BE GOOD NATURED AND TO GIVE ME ANOTHER VERY SHORTLY AFTER THAT LILY WENT AWAY BY HERSELF AND SAT ALONE FOR HOURS AND WHEN SHE JOINED HER MOTHER AGAIN AT TEA TIME NOTHING FURTHER WAS SAID OF JOHN EAMES'S VISIT
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0106.mp3,AND HAD ALREADY SEEN HIS HANDIWORK HAS SHE OFFENDED YOU JOHN SHE SAID
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0109.mp3,AND JOHN I CAN UNDERSTAND HER FEELING NOW AND INDEED I THOUGHT ALL THROUGH THAT YOU WERE ASKING HER TOO SOON BUT THE TIME MAY YET COME WHEN SHE WILL THINK BETTER OF YOUR WISHES NO NO NEVER I BEGIN TO KNOW HER NOW
/home/g7/Desktop/LibriSpeech/train-clean-100/460/172357/460-172357-0014.mp3,AND THE OTHER NONSENSE NOVELS EACH OF THESE IS PUBLISHED BY JOHN LANE LONDON AND NEW YORK AND EITHER OF THEM CAN BE OBTAINED ABSURD THOUGH IT SOUNDS FOR THE MERE SUM OF THREE SHILLINGS AND SIXPENCE ANY READER OF THIS PREFACE FOR EXAMPLE RIDICULOUS THOUGH IT APPEARS
/home/g7/Desktop/LibriSpeech/train-clean-100/27/123349/27-123349-0024.mp3,ALL THE CLANS HOSTILE TO THE NAME OF CAMPBELL WERE SET IN MOTION JOHN MURRAY MARQUESS OF ATHOL
/home/g7/Desktop/LibriSpeech/train-clean-100/6385/220959/6385-220959-0036.mp3,BUT THE SUBSTANCE OF ABRAHAM WAS PURE SPERM IT IS CERTAIN THAT THE PURE AND CHASTE SPERM IS SUPERIOR TO EARTH FURTHERMORE IN THE FIRST CHAPTER OF THE GOSPEL OF JOHN VERSES TWELVE AND THIRTEEN IT IS SAID
/home/g7/Desktop/LibriSpeech/train-clean-100/6385/220959/6385-220959-0041.mp3,MOREOVER THE EXPRESSION WHICH JOHN USES IN REGARD TO THE DISCIPLES PROVES THAT THEY ALSO ARE FROM THE HEAVENLY FATHER HENCE IT IS EVIDENT THAT THE HOLY REALITY MEANING THE REAL EXISTENCE OF EVERY GREAT MAN COMES FROM GOD
/home/g7/Desktop/LibriSpeech/train-clean-100/2518/154825/2518-154825-0003.mp3,SAFE WITH A DISCHARGED PISTOL IN OUR GRASP AND A SHOT MAN LYING AT OUR FEET ELZEVIR WAS THE FIRST TO SPEAK CAN YOU STAND JOHN IS THE BONE BROKEN
/home/g7/Desktop/LibriSpeech/train-clean-100/2518/154825/2518-154825-0030.mp3,AND THEN THE PATH GREW STEEPER AND STEEPER AND ELZEVIR WENT SLOWER AND SLOWER TILL AT LAST HE SPOKE JOHN I AM GOING TO STOP
/home/g7/Desktop/LibriSpeech/train-clean-100/2518/154825/2518-154825-0043.mp3,I SHOULD HAVE FLUNG MYSELF DOWN IN SHEER DESPAIR TO GET QUIT OF THAT DREADFUL SICKNESS KEEP THINE EYES SHUT JOHN HE SAID AND COUNT UP NUMBERS LOUD TO ME THAT I MAY KNOW THOU ART NOT TURNING FAINT
/home/g7/Desktop/LibriSpeech/train-clean-100/2518/154825/2518-154825-0049.mp3,I KNEW THAT IT WAS MOVING THE LITTLE TUFTS OF BENT GRASS AND THE CHIDING CRIES OF THE GULLS SEEMED TO INVITE ME TO BE DONE WITH FEAR AND PAIN AND BROKEN LEG AND FLING MYSELF OFF ON TO THE ROCKS BELOW THEN ELZEVIR SPOKE JOHN HE SAID
/home/g7/Desktop/LibriSpeech/train-clean-100/2518/154826/2518-154826-0037.mp3,WE MUST HAVE SLEPT THREE HOURS OR MORE FOR THOU ART BUT A SORRY WATCHMAN JOHN TIS WHEN THE SENTRY SLEEPS THAT THE ENEMY LAUGHS AND FOR THEE THE POSSE MIGHT HAVE HAD US BOTH LIKE DAYLIGHT OWLS WITH THAT HE TOOK ME ON HIS BACK AND MADE OFF WITH A LUSTY STRIDE
/home/g7/Desktop/LibriSpeech/train-clean-100/1970/28415/1970-28415-0014.mp3,BUT JESUS WAS TOO QUICK FOR THEM HE SAID I'LL ANSWER YOUR QUESTION IF YOU ANSWER A QUESTION OF MINE WHEN JOHN THE BAPTIST USED TO PREACH TO YOU AND BAPTIZE PEOPLE WHO GAVE HIM THE RIGHT TO DO THAT
/home/g7/Desktop/LibriSpeech/train-clean-100/1970/28415/1970-28415-0015.mp3,THEN THE RULERS DID NOT KNOW WHAT TO SAY THEY THOUGHT TO THEMSELVES NOW IF WE SAY THAT JOHN WAS SENT BY GOD TO PREACH HE WILL SAY WHY DIDN'T YOU LISTEN TO HIM THEN IF WE SAY THAT JOHN DIDN'T HAVE ANY RIGHT TO PREACH
/home/g7/Desktop/LibriSpeech/train-clean-100/412/126975/412-126975-0029.mp3,RUBY ADAMS ADDED HE IS VERY KIND JOHN CROOK JOURNALIST HAD HEARD OF THAT EMINENT CITY MAGNATE AND IT WAS NOT HIS FAULT IF THE CITY MAGNATE
/home/g7/Desktop/LibriSpeech/train-clean-100/412/126975/412-126975-0071.mp3,OR SOMETHING BLUE BEARD'S MORE IN MY LINE AND HIM I LIKE BEST WHEN HE TURNED INTO THE PANTALOON I'M ALL FOR MAKING A POLICEMAN INTO SAUSAGES SAID JOHN CROOK
/home/g7/Desktop/LibriSpeech/train-clean-100/4195/186238/4195-186238-0000.mp3,CHAPTER TWENTY FIVE UNCLE JOHN ACTS QUEERLY
/home/g7/Desktop/LibriSpeech/train-clean-100/4195/186238/4195-186238-0003.mp3,ANOTHER HOUR WAS SPENT IN LOOKING IN AT THE SHOP WINDOWS THEN SUDDENLY NOTING THE TIME UNCLE JOHN STARTED DOWN THE STREET AT A SWINGING PACE AND PRESENTLY PAUSED BEFORE A BUILDING UPON WHICH WAS A SIGN READING ISHAM
/home/g7/Desktop/LibriSpeech/train-clean-100/4195/186238/4195-186238-0004.mp3,UNCLE JOHN WALKED IN ALTHOUGH THE UNIFORMED OFFICIAL AT THE DOOR EYED HIM SUSPICIOUSLY MISTER MARVIN IN HE INQUIRED PLEASANTLY NOT ARRIVED YET SAID THE OFFICIAL WHO WORE A BIG STAR UPON HIS BREAST I'LL WAIT ANNOUNCED UNCLE JOHN AND SAT DOWN UPON A LEATHER COVERED BENCH
/home/g7/Desktop/LibriSpeech/train-clean-100/4195/186238/4195-186238-0005.mp3,ANOTHER HOUR PASSED PRESENTLY UNCLE JOHN JUMPED UP AND APPROACHED THE OFFICIAL HASN'T MISTER MARVIN ARRIVED YET HE ENQUIRED SHARPLY AN HOUR AGO WAS THE REPLY THEN WHY DIDN'T YOU LET ME KNOW I WANT TO SEE HIM
/home/g7/Desktop/LibriSpeech/train-clean-100/4195/186238/4195-186238-0006.mp3,HE'S BUSY MORNINGS HAS TO LOOK OVER THE MAIL HE CAN'T SEE YOU YET WELL HE WILL SEE ME AND RIGHT AWAY TELL HIM JOHN MERRICK IS HERE YOUR CARD SIR I HAVEN'T ANY MY NAME WILL DO
/home/g7/Desktop/LibriSpeech/train-clean-100/4195/186238/4195-186238-0008.mp3,IN A MOMENT THE DOOR BURST OPEN TO ALLOW EGRESS TO A BIG RED BEARDED MAN IN HIS SHIRTSLEEVES WHO GLANCED AROUND BRIEFLY AND THEN RUSHED AT UNCLE JOHN AND SHOOK BOTH HIS HANDS CORDIALLY
/home/g7/Desktop/LibriSpeech/train-clean-100/4195/186238/4195-186238-0010.mp3,UNCLE JOHN HAD BEEN ADVISED BY PATSY WHERE TO GO FOR A GOOD CHEAP LUNCHEON BUT HE DID NOT HEED HER ADMONITION INSTEAD HE RODE IN A CARRIAGE BESIDE THE BANKER TO A SPLENDID CLUB WHERE HE WAS SERVED WITH THE FINEST DISHES THE CHEF COULD PROVIDE ON SHORT NOTICE
